2018-09-18 18:30:32.538894 Found interval {'miny': 232, 'maxy': 242, 'amplitude': 1.028403468927717, 'center': 239, 'trend': -0.004667628262747563}
2018-09-18 18:30:32.795019 Found interval {'miny': 232, 'maxy': 244, 'amplitude': 0.856480861915623, 'center': 241, 'trend': -0.004980770534104272}
2018-09-18 18:30:33.062511 Found interval {'miny': 232, 'maxy': 244, 'amplitude': 0.7209135821932529, 'center': 241, 'trend': -0.004689138163723739}
2018-09-18 18:30:33.314579 Found interval {'miny': 214, 'maxy': 222, 'amplitude': 0.6973353349874256, 'center': 220, 'trend': -0.004974673179152184}
2018-09-18 18:30:33.822091 Found interval {'miny': 239, 'maxy': 246, 'amplitude': 0.6589499786774252, 'center': 244, 'trend': -0.005222714254675893}
2018-09-18 18:30:34.086231 Found interval {'miny': 240, 'maxy': 247, 'amplitude': 0.7012114125766589, 'center': 245, 'trend': -0.005306300614516337}
2018-09-18 18:30:35.351655 Found interval {'miny': 247, 'maxy': 263, 'amplitude': 0.5723899175664128, 'center': 259, 'trend': -0.00035939835996813324}
2018-09-18 18:30:36.611994 Found interval {'miny': 231, 'maxy': 238, 'amplitude': 0.6312186604428555, 'center': 236, 'trend': 0.010543631450656748}
2018-09-18 18:30:36.862035 Found interval {'miny': 231, 'maxy': 240, 'amplitude': 0.44125550761362525, 'center': 237, 'trend': 0.01067495919589942}
2018-09-18 18:30:39.599442 Found interval {'miny': 229, 'maxy': 244, 'amplitude': 0.6067339397924304, 'center': 240, 'trend': 0.022655159668961904}
2018-09-18 18:30:39.853938 Found interval {'miny': 228, 'maxy': 242, 'amplitude': 0.4610463088467022, 'center': 238, 'trend': 0.024311006569704946}
2018-09-18 18:30:43.365231 Found interval {'miny': 227, 'maxy': 234, 'amplitude': 0.5520986103315059, 'center': 232, 'trend': -0.00900166858286591}
2018-09-18 18:30:43.630839 Found interval {'miny': 227, 'maxy': 234, 'amplitude': 0.6870101667253783, 'center': 232, 'trend': -0.010453424166887151}
2018-09-18 18:30:43.889627 Found interval {'miny': 227, 'maxy': 234, 'amplitude': 0.7030865571507949, 'center': 232, 'trend': -0.013764387615819081}
2018-09-18 18:30:46.365180 Found interval {'miny': 233, 'maxy': 243, 'amplitude': 0.8332184729346439, 'center': 240, 'trend': -0.029076961123444343}
2018-09-18 18:30:46.626105 Found interval {'miny': 235, 'maxy': 244, 'amplitude': 0.5975660505612131, 'center': 241, 'trend': -0.030381588241472492}
2018-09-18 18:30:47.133487 Found interval {'miny': 239, 'maxy': 245, 'amplitude': 0.623391438003002, 'center': 243, 'trend': -0.03228468704746909}
2018-09-18 18:30:47.386853 Found interval {'miny': 239, 'maxy': 246, 'amplitude': 0.8032560789383979, 'center': 244, 'trend': -0.0338408619251952}
2018-09-18 18:30:48.392613 Found interval {'miny': 240, 'maxy': 251, 'amplitude': 0.7543281226378874, 'center': 248, 'trend': -0.027334178000294168}
2018-09-18 18:30:51.676383 Found interval {'miny': 218, 'maxy': 223, 'amplitude': 0.7208190496656152, 'center': 221, 'trend': 0.0007528171879911257}
2018-09-18 18:30:54.195083 Found interval {'miny': 227, 'maxy': 232, 'amplitude': 0.5609781082027558, 'center': 230, 'trend': -0.009819866281443554}
2018-09-18 18:30:54.443052 Found interval {'miny': 227, 'maxy': 233, 'amplitude': 0.5037179520739103, 'center': 231, 'trend': -0.010318053790552752}
2018-09-18 18:30:58.219411 Found interval {'miny': 237, 'maxy': 243, 'amplitude': 0.447216306118758, 'center': 241, 'trend': -0.018657850203240286}
2018-09-18 18:30:58.479165 Found interval {'miny': 237, 'maxy': 244, 'amplitude': 0.42962489384442704, 'center': 242, 'trend': -0.016526239139864205}
2018-09-18 18:30:59.480752 Found interval {'miny': 242, 'maxy': 251, 'amplitude': 0.7062523772241844, 'center': 248, 'trend': -0.006529814256122893}
2018-09-18 18:30:59.731658 Found interval {'miny': 241, 'maxy': 251, 'amplitude': 0.7000423604580146, 'center': 248, 'trend': -0.004914594595882743}
2018-09-18 18:30:59.984081 Found interval {'miny': 238, 'maxy': 249, 'amplitude': 0.5604051844207525, 'center': 246, 'trend': -0.0009091283751955198}
2018-09-18 18:31:00.763866 Found interval {'miny': 240, 'maxy': 252, 'amplitude': 0.44576692579813754, 'center': 249, 'trend': 0.005924058615603992}
2018-09-18 18:31:03.763857 Found interval {'miny': 223, 'maxy': 233, 'amplitude': 0.603136096861922, 'center': 230, 'trend': 0.007887324262465856}
2018-09-18 18:31:04.015173 Found interval {'miny': 225, 'maxy': 236, 'amplitude': 0.6160914613901451, 'center': 233, 'trend': 0.00805488514456936}
2018-09-18 18:31:04.263856 Found interval {'miny': 226, 'maxy': 236, 'amplitude': 0.6358034865383576, 'center': 233, 'trend': 0.00802868103246176}
2018-09-18 18:31:04.522133 Found interval {'miny': 228, 'maxy': 238, 'amplitude': 0.7411669880145794, 'center': 235, 'trend': 0.008983900066632017}
2018-09-18 18:31:07.253237 Found interval {'miny': 241, 'maxy': 250, 'amplitude': 0.23342875970677993, 'center': 247, 'trend': 0.005472982704088775}
2018-09-18 18:31:07.507503 Found interval {'miny': 240, 'maxy': 250, 'amplitude': 0.2746917924167723, 'center': 247, 'trend': 0.005669051872980987}
2018-09-18 18:31:12.226815 Found interval {'miny': 231, 'maxy': 241, 'amplitude': 0.7386603363499429, 'center': 238, 'trend': -0.007090685313681968}
2018-09-18 18:31:12.473188 Found interval {'miny': 232, 'maxy': 242, 'amplitude': 0.6861085362993695, 'center': 239, 'trend': -0.007460048914871041}
2018-09-18 18:31:12.731371 Found interval {'miny': 233, 'maxy': 245, 'amplitude': 0.5854219954589497, 'center': 242, 'trend': -0.007520434499760707}
2018-09-18 18:31:12.991220 Found interval {'miny': 236, 'maxy': 249, 'amplitude': 0.4626888730957222, 'center': 245, 'trend': -0.007590562960972819}
2018-09-18 18:31:13.249310 Found interval {'miny': 213, 'maxy': 224, 'amplitude': 0.47417768597868, 'center': 221, 'trend': -0.007875342508757027}
2018-09-18 18:31:15.004652 Found interval {'miny': 247, 'maxy': 262, 'amplitude': 0.37158912774544633, 'center': 258, 'trend': -0.004597710020652107}
2018-09-18 18:31:18.724057 Found interval {'miny': 225, 'maxy': 235, 'amplitude': 0.5088109416390938, 'center': 232, 'trend': -0.0008174155248900735}
2018-09-18 18:31:18.980682 Found interval {'miny': 230, 'maxy': 242, 'amplitude': 0.5140591956006283, 'center': 239, 'trend': 0.0006564199739755981}
2018-09-18 18:31:19.232719 Found interval {'miny': 215, 'maxy': 225, 'amplitude': 0.4705948439643284, 'center': 222, 'trend': 0.0016353406022775008}
2018-09-18 18:31:19.485898 Found interval {'miny': 231, 'maxy': 244, 'amplitude': 0.4143398115443183, 'center': 240, 'trend': 0.003316098236454604}
