start,miny,maxy,center,trend,amplitude
2018.10.02 07:40:00,2018.10.02 07:45:00,2018.10.02 09:00:00,2018.10.02 08:35:00,-5.764817224698768e-06,0.0014700715446787243
2018.10.02 07:40:00,2018.10.02 07:45:00,2018.10.02 09:00:00,2018.10.02 08:35:00,-7.292955309098206e-06,0.0014494683698716491
2018.10.02 07:40:00,2018.10.02 07:45:00,2018.10.02 09:05:00,2018.10.02 08:40:00,-8.611610348561457e-06,0.0008172848789742782
2018.10.02 07:40:00,2018.10.02 07:45:00,2018.10.02 09:05:00,2018.10.02 08:40:00,-8.589665188348123e-06,0.0009356438436584224
2018.10.02 07:40:00,2018.10.02 08:10:00,2018.10.02 09:20:00,2018.10.02 09:05:00,-1.1501822972207648e-05,0.0006879740887924308
